Gender,Name,Nationality,Age,Height,Weight,Occupation,Kids,Dish
M,Jim,Canada,22,187,81,Unemployed,0,Salad
F,Jamie,Italy,24,169,106,Mathematics,3,Fish
F,Isabel,Chile,28,153,111,Literature,0,Spaghetti
F,Marie,Japan,30,190,88,Business,0,Pizza
F,Isabel,Greece,29,153,117,Literature,2,Sushi
M,Jude,Spain,25,194,85,Finance,0,Kebab
F,Jamie,US,27,172,113,Music,2,Hamburger
F,Jeanne,Jamaica,21,160,66,Teaching,2,Salad
F,Jamie,Luxembourg,24,163,92,Teaching,2,Gnocchi
M,Roy,Luxembourg,26,154,109,Unemployed,3,Pizza
M,Valentin,Korea,28,191,97,Literature,1,Fish
M,Sam,US,23,178,70,Teaching,2,Garlic butter naans
M,Jim,Canada,29,179,92,Medecine,1,Spaghetti
M,Sofyan,Sweden,27,189,80,Theater,2,Fish
M,Sam,Sweden,27,165,59,Biology,0,Salad
F,Sam,South Africa,28,162,57,Theater,0,Steak
M,Kim,Germany,26,161,69,Finance,3,Spaghetti
F,Jamie,France,26,154,94,Physics,3,Garlic butter naans
F,Isabel,Greece,20,153,61,Physics,1,Gnocchi
F,Jude,Chile,27,175,85,Teaching,1,Pizza
F,Jeanne,Italy,26,161,110,Theater,2,Hamburger
F,Teresa,Russia,28,188,101,Business,3,Salad
M,Pedro,Sweden,28,154,73,Unemployed,2,Garlic butter naans
M,Valentin,Jamaica,23,195,108,Literature,0,Hamburger
M,Tim,Korea,24,184,93,Medecine,2,Steak
F,Lucie,Russia,30,166,56,Finance,3,Hamburger
F,Jeanne,Spain,26,161,54,Theater,0,Pizza
M,Jim,Luxembourg,20,183,115,Biology,1,Spaghetti
F,Sam,Italy,30,159,76,Business,2,Spaghetti
M,Kevin,Spain,27,190,117,Business,2,Hamburger
M,Tim,Sweden,22,193,104,Literature,2,Gnocchi
F,Jamie,Luxembourg,25,152,115,Finance,1,Pizza
F,Kim,Japan,23,165,72,Computer Science,1,Salad
M,Carlos,Greece,25,166,56,Theater,3,Fish
M,Sofyan,Greece,25,172,63,Computer Science,0,Steak
M,Charlie,Sweden,27,190,103,Unemployed,3,Gnocchi
F,Mia,Canada,23,158,119,Finance,2,Pizza
M,Eric,Sweden,23,171,96,Teaching,0,Fish
M,Yannick,Korea,21,190,81,Computer Science,1,Spaghetti
M,Charlie,Chile,29,192,113,Unemployed,3,Sushi
F,Sabrina,Italy,28,158,83,Literature,2,Garlic butter naans
F,Sabrina,Korea,22,195,88,Business,1,Sushi
F,Isabel,Italy,26,160,65,Biology,3,Garlic butter naans
F,Jamie,Russia,29,174,93,Teaching,3,Kebab
M,Charlie,Greece,28,189,80,Business,1,Fish
M,Jamie,France,30,161,99,Literature,2,Salad
M,Sofyan,Germany,29,162,74,Unemployed,3,Pizza
M,Jamie,France,21,170,81,Teaching,1,Sushi
F,Ivy,Germany,21,179,103,Teaching,2,Gnocchi
M,Louis,Russia,25,184,111,Literature,2,Gnocchi
M,Sofyan,Chile,25,160,56,Business,2,Fish
M,Pedro,Germany,23,151,77,Music,2,Kebab
F,Jamie,Italy,21,176,108,Literature,3,Spaghetti
M,Kevin,Sweden,21,166,102,Physics,0,Kebab
F,Zoey,Luxembourg,30,186,77,Music,0,Steak
M,Carlos,France,20,176,80,Physics,3,Hamburger
F,Mia,Spain,20,160,80,Mathematics,1,Spaghetti
M,Tim,South Africa,30,177,93,Mathematics,0,Sushi
M,Tom,Italy,27,192,88,Medecine,1,Steak
M,Jim,Canada,27,161,79,Unemployed,1,Gnocchi
M,Jim,Russia,24,156,104,Business,0,Kebab
M,Kim,Sweden,21,161,113,Computer Science,0,Hamburger
F,Sophie,Sweden,25,171,106,Medecine,2,Steak
M,Sam,Luxembourg,24,176,99,Biology,0,Hamburger
F,Sophie,South Africa,28,189,85,Biology,1,Kebab
M,Jamie,Italy,22,167,86,Computer Science,1,Steak
M,Carlos,Greece,21,182,114,Business,3,Kebab
M,Eric,Italy,25,177,88,Literature,1,Salad
F,Sabrina,Russia,25,187,106,Literature,1,Salad
F,Sabrina,UK,22,180,81,Business,0,Hamburger
M,Charlie,Korea,22,162,57,Business,1,Pizza
M,Sofyan,China,25,182,96,Psychology,0,Salad
F,Isabel,Chile,24,190,82,Psychology,2,Kebab
F,Marie,Spain,28,179,107,Computer Science,1,Kebab
M,Fabio,Jamaica,28,157,55,Computer Science,1,Spaghetti
F,Sophie,Germany,24,157,109,Unemployed,2,Steak
F,Olivia,UK,25,189,107,Psychology,1,Pizza
M,Kevin,Chile,27,192,108,Finance,1,Sushi
M,Valentin,Germany,28,181,83,Physics,0,Fish
F,Kim,US,20,167,73,Psychology,2,Sushi
M,Yannick,Korea,24,154,95,Business,1,Kebab
M,Yannick,Italy,26,192,106,Theater,1,Sushi
M,Tim,US,22,156,52,Theater,0,Kebab
F,Sophie,Luxembourg,25,158,84,Biology,2,Gnocchi
M,Fabio,Korea,22,191,98,Unemployed,3,Hamburger
M,Louis,Russia,29,165,90,Business,0,Salad
F,Lucie,US,30,165,79,Theater,2,Kebab
F,Lucie,South Africa,28,192,95,Mathematics,1,Kebab
M,Yannick,Japan,21,152,65,Physics,0,Fish
F,Sam,Spain,23,164,116,Physics,2,Kebab
F,Sara,Russia,22,155,78,Computer Science,3,Steak
F,Jude,China,29,172,77,Computer Science,3,Spaghetti
F,Teresa,Germany,30,193,108,Computer Science,1,Steak
F,Jeanne,Jamaica,23,171,93,Biology,2,Garlic butter naans
M,Joel,UK,20,173,81,Literature,2,Spaghetti
M,Louis,Greece,22,172,77,Business,1,Salad
F,Hannah,Korea,28,161,91,Unemployed,3,Fish
F,Sabrina,Greece,20,184,102,Theater,2,Steak
M,Sam,Sweden,28,180,79,Literature,2,Spaghetti
F,Sophie,Chile,26,166,90,Unemployed,1,Spaghetti
M,Tom,South Africa,26,194,102,Psychology,1,Fish
M,Valentin,Chile,20,172,114,Psychology,2,Salad
M,Valentin,South Africa,27,167,115,Music,3,Steak
M,Tom,Luxembourg,29,159,49,Finance,2,Gnocchi
M,Tom,Sweden,22,178,100,Mathematics,0,Pizza
M,Tim,Germany,23,151,91,Music,0,Hamburger
M,Tim,Korea,29,179,120,Psychology,2,Steak
F,Olivia,Canada,26,150,46,Biology,3,Gnocchi
M,Kevin,Korea,24,175,82,Business,0,Spaghetti
M,Joel,Korea,28,153,96,Theater,0,Sushi
F,Charlie,UK,20,185,86,Teaching,3,Sushi
F,Mia,Japan,26,151,59,Unemployed,3,Pizza
F,Lucie,France,24,195,109,Teaching,0,Spaghetti
M,Sofyan,Japan,30,151,101,Psychology,0,Pizza
F,Jeanne,US,24,162,65,Mathematics,0,Gnocchi
M,Tom,China,27,190,97,Unemployed,0,Hamburger
F,Sabrina,Japan,30,195,87,Theater,3,Fish
M,Sam,Luxembourg,20,155,75,Theater,0,Pizza
F,Jeanne,Spain,22,160,83,Literature,0,Salad
F,Jamie,Chile,24,183,79,Business,2,Steak
F,Sara,China,20,180,79,Physics,2,Hamburger
F,Charlie,Chile,23,177,99,Computer Science,2,Fish
F,Ivy,Italy,28,162,108,Finance,2,Fish
M,Kevin,UK,20,150,55,Business,2,Steak
M,Tom,US,25,165,109,Computer Science,3,Steak
M,Jamie,Greece,28,183,84,Computer Science,2,Pizza
F,Elsa,Greece,28,167,65,Medecine,3,Gnocchi
M,Jean,Italy,23,173,68,Medecine,0,Fish
M,Jim,Russia,23,157,72,Music,1,Spaghetti
F,Lucie,US,26,173,118,Mathematics,0,Hamburger
M,Jamie,Sweden,30,175,110,Music,3,Sushi
M,Roy,Jamaica,23,184,82,Medecine,3,Fish
F,Elsa,Russia,30,168,72,Computer Science,3,Steak
M,Tim,Japan,30,171,73,Physics,0,Pizza
F,Sam,China,21,164,68,Finance,1,Gnocchi
F,Sabrina,South Africa,20,168,67,Theater,3,Sushi
F,Sophie,Japan,27,190,109,Medecine,3,Sushi
M,Valentin,Chile,23,177,111,Physics,2,Gnocchi
M,Carlos,Russia,26,168,117,Business,1,Spaghetti
M,Yannick,UK,28,186,120,Business,3,Hamburger
F,Emma,South Africa,25,167,88,Finance,3,Kebab
M,Tom,South Africa,20,168,105,Literature,3,Spaghetti
M,Sofyan,China,29,172,86,Business,0,Spaghetti
F,Ivy,Spain,29,155,103,Physics,0,Garlic butter naans
M,Jamie,UK,24,165,66,Physics,1,Sushi
F,Olivia,China,26,174,90,Theater,0,Steak
F,Zoey,Russia,27,193,89,Psychology,2,Spaghetti
M,Charlie,UK,24,161,118,Mathematics,1,Spaghetti
M,Tim,Sweden,24,157,90,Unemployed,0,Sushi
M,Pedro,Sweden,25,179,99,Finance,2,Steak
M,Eric,US,24,156,51,Mathematics,3,Gnocchi
M,Charlie,Sweden,29,187,108,Business,0,Salad
F,Sara,Canada,20,174,112,Computer Science,1,Gnocchi
F,Zoey,Spain,23,195,104,Biology,1,Steak
F,Sara,Canada,21,162,79,Medecine,3,Salad
M,Roy,Russia,21,171,73,Music,3,Sushi
F,Olivia,Greece,27,188,85,Medecine,0,Pizza
F,Olivia,Germany,25,193,83,Teaching,1,Fish
F,Emma,South Africa,20,183,100,Literature,3,Fish
F,Sabrina,Greece,26,181,74,Music,0,Sushi
M,Kevin,Korea,29,156,72,Medecine,2,Fish
M,Kim,Sweden,30,156,83,Biology,3,Spaghetti
M,Tim,Japan,20,174,83,Literature,0,Salad
M,Kevin,US,30,183,103,Psychology,0,Hamburger
F,Zoey,China,22,179,89,Physics,3,Fish
M,Pedro,France,30,165,99,Computer Science,1,Salad
F,Sophie,Luxembourg,23,165,106,Teaching,3,Fish
M,Valentin,Japan,30,168,90,Theater,2,Sushi
M,Valentin,US,30,190,116,Biology,1,Kebab
M,Roy,Italy,25,152,81,Finance,3,Spaghetti
M,Eric,Russia,25,166,81,Business,0,Garlic butter naans
F,Sabrina,Greece,21,188,100,Business,2,Salad
M,Yannick,China,20,186,113,Music,3,Pizza
M,Jude,Chile,27,177,93,Mathematics,1,Sushi
F,Elsa,Japan,25,162,82,Theater,2,Sushi
M,Sam,Russia,29,165,114,Psychology,3,Garlic butter naans
M,Sam,Japan,30,195,105,Finance,1,Gnocchi
F,Isabel,France,28,151,73,Unemployed,3,Steak
F,Jamie,China,20,151,66,Biology,2,Spaghetti
M,Roy,France,22,150,118,Business,3,Garlic butter naans
F,Charlie,US,26,191,101,Unemployed,2,Steak
M,Yannick,South Africa,30,194,97,Mathematics,0,Gnocchi
M,Jean,Greece,29,189,82,Biology,3,Fish
M,Tim,Chile,26,185,100,Music,1,Hamburger
F,Emma,Italy,22,176,68,Theater,2,Steak
M,Charlie,Sweden,23,151,87,Unemployed,1,Pizza
M,Joel,Chile,30,174,86,Mathematics,1,Spaghetti
M,Sam,Italy,28,173,96,Psychology,3,Fish
M,Charlie,Spain,30,152,84,Physics,1,Spaghetti
F,Lucie,Canada,24,167,71,Mathematics,3,Fish
M,Tim,Italy,28,176,101,Teaching,1,Fish
M,Pedro,Greece,27,161,60,Business,2,Gnocchi
M,Kim,Jamaica,22,169,88,Mathematics,1,Sushi
M,Tim,Chile,26,174,86,Theater,1,Garlic butter naans
F,Emma,Russia,22,163,115,Physics,1,Hamburger
F,Sara,US,25,193,84,Teaching,3,Kebab
M,Jean,South Africa,26,190,86,Mathematics,1,Steak
M,Yannick,Canada,30,167,118,Medecine,3,Gnocchi
F,Charlie,Greece,23,185,110,Mathematics,0,Steak
F,Jude,Canada,30,154,101,Theater,2,Salad
F,Jamie,Germany,24,153,78,Biology,2,Pizza
F,Sam,Sweden,25,177,104,Literature,2,Garlic butter naans
M,Joel,Canada,25,172,70,Music,0,Hamburger
F,Sara,Russia,22,180,96,Unemployed,0,Pizza
M,Jamie,Luxembourg,27,175,94,Biology,1,Spaghetti
F,Ivy,Sweden,26,195,87,Unemployed,3,Garlic butter naans
M,Carlos,South Africa,23,166,82,Unemployed,1,Garlic butter naans
M,Jamie,Greece,30,189,90,Medecine,1,Pizza
M,Eric,Canada,27,177,99,Mathematics,2,Spaghetti
F,Zoey,South Africa,30,185,97,Medecine,1,Kebab
M,Jude,Spain,23,170,61,Physics,2,Kebab
M,Sofyan,Spain,20,173,101,Theater,1,Hamburger
M,Jean,Chile,20,158,86,Medecine,1,Pizza
F,Mia,Chile,20,165,104,Psychology,2,Sushi
F,Ivy,Korea,24,162,67,Music,0,Salad
M,Kim,Italy,23,160,112,Physics,2,Steak
M,Charlie,Korea,26,154,94,Business,3,Spaghetti
F,Hannah,Germany,21,167,90,Medecine,3,Spaghetti
M,Tom,Korea,23,171,64,Biology,0,Salad
M,Tom,US,27,166,110,Psychology,0,Steak
F,Marie,Japan,26,157,86,Finance,0,Salad
M,Fabio,Japan,29,185,108,Business,0,Gnocchi
M,Eric,US,27,154,71,Mathematics,2,Sushi
M,Kim,Sweden,29,155,113,Mathematics,0,Salad
F,Marie,UK,30,176,66,Music,0,Gnocchi
F,Sam,Chile,27,154,119,Biology,0,Gnocchi
M,Jim,US,29,184,106,Literature,3,Spaghetti
M,Jean,Greece,23,154,63,Mathematics,3,Fish
F,Sam,Jamaica,28,172,62,Literature,0,Steak
F,Lucie,Japan,23,194,85,Theater,0,Spaghetti
M,Kevin,Japan,23,161,64,Music,3,Salad
F,Jeanne,Japan,30,174,72,Finance,1,Gnocchi
M,Tom,Russia,27,185,110,Teaching,1,Fish
M,Tom,Italy,27,194,120,Unemployed,0,Pizza
M,Tim,Canada,21,161,93,Unemployed,0,Spaghetti
M,Eric,China,28,175,106,Psychology,0,Sushi
F,Sara,Chile,28,154,88,Finance,2,Salad
M,Yannick,UK,26,158,91,Unemployed,3,Pizza
F,Elsa,UK,24,191,110,Medecine,1,Salad
M,Sam,Luxembourg,27,191,89,Music,3,Garlic butter naans
M,Jude,Greece,24,171,100,Theater,0,Gnocchi
F,Zoey,UK,27,189,80,Business,0,Kebab
F,Ivy,Russia,28,153,89,Medecine,1,Spaghetti
F,Sabrina,Greece,28,152,51,Literature,1,Sushi
M,Jude,France,26,152,55,Psychology,3,Garlic butter naans
F,Kim,Chile,23,170,96,Mathematics,2,Hamburger
M,Jim,UK,22,155,61,Unemployed,0,Sushi
F,Emma,Japan,29,150,48,Business,1,Steak
M,Kevin,Greece,22,187,100,Biology,0,Salad
M,Fabio,Japan,22,152,43,Business,0,Salad
M,Kevin,Spain,27,175,66,Computer Science,2,Sushi
F,Lucie,Luxembourg,20,153,58,Unemployed,0,Gnocchi
M,Louis,Chile,30,169,111,Medecine,3,Sushi
F,Olivia,China,23,185,114,Physics,0,Salad
F,Mia,UK,22,175,96,Mathematics,1,Spaghetti
F,Charlie,Japan,30,155,108,Business,0,Gnocchi
F,Sara,Italy,27,151,74,Finance,2,Pizza
F,Sophie,France,21,184,99,Psychology,0,Pizza
M,Carlos,Luxembourg,22,189,119,Biology,2,Hamburger
M,Roy,Jamaica,20,188,83,Psychology,2,Fish
F,Zoey,Sweden,20,187,118,Business,0,Pizza
F,Zoey,Sweden,23,192,83,Medecine,1,Spaghetti
M,Eric,Sweden,22,161,83,Music,3,Fish
M,Sam,Japan,30,159,113,Psychology,3,Hamburger
M,Louis,Italy,28,190,91,Business,2,Salad
M,Sofyan,UK,28,169,64,Physics,3,Spaghetti
F,Marie,Korea,25,153,94,Teaching,0,Salad
M,Yannick,Greece,28,176,115,Psychology,3,Steak
M,Carlos,Italy,27,150,119,Unemployed,3,Spaghetti
M,Tim,Spain,27,151,111,Business,1,Fish
M,Jim,Russia,25,175,79,Physics,3,Steak
M,Kevin,Greece,30,178,102,Mathematics,1,Kebab
F,Emma,Korea,22,160,78,Mathematics,3,Garlic butter naans
M,Tom,Korea,27,187,87,Unemployed,1,Pizza
F,Emma,Japan,20,155,60,Music,1,Sushi
F,Teresa,Chile,27,165,62,Business,0,Salad
F,Marie,Canada,28,187,87,Music,3,Kebab
F,Jeanne,Luxembourg,22,184,94,Music,0,Steak
F,Ivy,Canada,28,156,114,Mathematics,0,Hamburger
F,Elsa,Korea,23,178,79,Computer Science,3,Fish
M,Fabio,France,29,162,62,Biology,1,Steak
F,Hannah,Italy,21,172,120,Unemployed,2,Steak
M,Kevin,US,23,153,50,Music,2,Steak
M,Valentin,China,30,184,105,Unemployed,2,Garlic butter naans
M,Jim,China,25,156,104,Mathematics,0,Garlic butter naans
M,Kim,UK,25,175,117,Physics,0,Fish
M,Charlie,US,29,192,100,Music,3,Garlic butter naans
F,Zoey,Germany,27,160,53,Teaching,1,Fish
M,Yannick,Sweden,27,166,95,Mathematics,0,Fish
M,Valentin,France,20,176,73,Computer Science,3,Sushi
M,Sam,Chile,30,194,99,Literature,1,Salad
M,Fabio,Germany,29,189,96,Theater,3,Garlic butter naans
M,Carlos,South Africa,25,177,107,Teaching,1,Kebab
F,Sabrina,Germany,24,180,113,Medecine,2,Spaghetti
M,Jim,Korea,26,190,81,Mathematics,2,Sushi
F,Jamie,Chile,28,173,68,Finance,3,Gnocchi
F,Sara,Russia,29,193,116,Business,0,Kebab
M,Louis,Spain,28,167,120,Literature,1,Kebab
M,Sofyan,Chile,20,166,84,Mathematics,0,Fish
M,Yannick,Jamaica,26,168,75,Business,3,Fish
M,Charlie,Germany,24,153,77,Literature,1,Hamburger
F,Teresa,Korea,30,171,67,Biology,2,Salad
M,Valentin,Sweden,25,158,102,Literature,0,Steak
F,Olivia,Greece,20,182,75,Physics,1,Kebab
F,Jamie,Spain,20,173,72,Biology,2,Pizza
F,Jeanne,US,24,176,98,Medecine,1,Spaghetti
F,Mia,South Africa,29,153,68,Music,3,Kebab
M,Jean,South Africa,28,179,88,Physics,1,Salad
F,Sam,Canada,30,152,86,Teaching,1,Pizza
F,Hannah,Korea,27,175,68,Music,1,Spaghetti
F,Olivia,UK,27,170,97,Business,1,Gnocchi
M,Sam,US,27,191,120,Psychology,2,Sushi
M,Carlos,Russia,25,195,112,Physics,1,Hamburger
M,Eric,Japan,30,161,85,Music,1,Pizza
F,Sabrina,Luxembourg,24,169,59,Psychology,2,Sushi
M,Sofyan,Italy,23,175,80,Finance,2,Kebab
M,Jude,Canada,26,175,85,Finance,2,Hamburger
M,Kim,China,20,174,103,Teaching,2,Garlic butter naans
F,Emma,Sweden,20,160,55,Theater,3,Fish
F,Zoey,Luxembourg,26,155,66,Business,0,Salad
F,Mia,Germany,27,179,114,Theater,0,Sushi
F,Olivia,Germany,29,177,101,Teaching,2,Salad
M,Tim,Greece,23,165,71,Medecine,2,Sushi
F,Sabrina,Germany,30,183,111,Computer Science,2,Garlic butter naans
M,Tim,Japan,26,195,88,Theater,1,Gnocchi
F,Sara,Germany,25,182,95,Computer Science,2,Kebab
F,Sabrina,Japan,28,152,96,Computer Science,1,Spaghetti
F,Emma,Russia,30,156,56,Psychology,2,Hamburger
M,Kim,Italy,27,184,91,Computer Science,1,Gnocchi
F,Olivia,South Africa,26,194,115,Music,1,Pizza
M,Kim,Italy,22,157,96,Physics,1,Steak
M,Fabio,Canada,30,161,74,Finance,3,Steak
F,Jeanne,South Africa,22,183,103,Theater,1,Garlic butter naans
F,Marie,Greece,26,191,112,Psychology,2,Salad
F,Teresa,South Africa,24,152,44,Psychology,2,Garlic butter naans
M,Carlos,UK,30,165,95,Biology,3,Salad
M,Kim,Korea,23,180,118,Medecine,0,Sushi
F,Olivia,France,29,169,112,Theater,3,Fish
F,Emma,Greece,27,159,97,Music,2,Fish
M,Fabio,Japan,30,188,82,Teaching,3,Kebab
F,Sophie,South Africa,20,174,87,Unemployed,1,Sushi
F,Olivia,Jamaica,24,174,101,Mathematics,3,Hamburger
M,Carlos,Chile,21,181,104,Literature,0,Sushi
F,Jamie,Jamaica,22,195,90,Physics,3,Steak
F,Emma,Canada,29,167,102,Business,3,Garlic butter naans
F,Teresa,Italy,21,182,113,Physics,0,Garlic butter naans
F,Sabrina,Greece,24,175,93,Mathematics,3,Sushi
F,Charlie,Luxembourg,26,162,76,Computer Science,0,Fish
F,Hannah,Russia,24,188,94,Physics,1,Sushi
M,Carlos,UK,26,167,100,Psychology,1,Kebab
M,Kim,France,28,168,99,Teaching,1,Hamburger
F,Isabel,Canada,26,184,89,Psychology,2,Salad
M,Kim,France,23,152,47,Unemployed,1,Hamburger
F,Lucie,France,27,174,90,Psychology,3,Steak
M,Roy,Greece,23,151,57,Music,3,Steak
M,Jamie,Luxembourg,23,187,99,Medecine,3,Salad
M,Kim,Canada,21,184,89,Unemployed,0,Garlic butter naans
F,Sophie,Canada,25,170,92,Psychology,0,Salad
F,Sam,Korea,22,157,91,Medecine,1,Spaghetti
F,Ivy,Canada,20,159,98,Unemployed,2,Sushi
M,Pedro,US,25,176,116,Medecine,0,Spaghetti
M,Fabio,Korea,20,172,68,Music,1,Hamburger
M,Eric,UK,30,176,101,Mathematics,2,Salad
F,Sophie,Sweden,28,158,78,Biology,1,Hamburger
F,Hannah,China,21,164,107,Medecine,3,Salad
F,Sophie,Spain,30,167,99,Medecine,2,Pizza
F,Zoey,Germany,30,187,99,Biology,0,Pizza
M,Yannick,Canada,27,191,88,Unemployed,2,Garlic butter naans
F,Sam,Greece,30,160,113,Business,1,Garlic butter naans
M,Tom,Jamaica,25,174,102,Medecine,3,Gnocchi
F,Lucie,China,26,192,113,Literature,0,Kebab
M,Pedro,Sweden,28,160,94,Physics,1,Sushi
F,Sabrina,Japan,24,166,113,Physics,0,Hamburger
M,Kevin,Canada,26,183,93,Finance,0,Hamburger
M,Jim,Japan,25,161,76,Unemployed,0,Fish
M,Sam,Jamaica,21,182,117,Unemployed,3,Sushi
F,Jude,Luxembourg,28,170,107,Medecine,0,Gnocchi
F,Hannah,Russia,26,160,103,Theater,3,Gnocchi
F,Kim,Russia,21,176,99,Music,3,Sushi
F,Elsa,China,24,179,111,Medecine,0,Sushi
M,Kevin,Italy,26,179,93,Physics,3,Salad
F,Olivia,Spain,22,182,104,Business,2,Garlic butter naans
F,Kim,Jamaica,21,154,62,Music,1,Garlic butter naans
F,Teresa,China,25,179,89,Music,3,Salad
F,Elsa,US,29,187,115,Biology,1,Kebab
F,Ivy,China,21,183,84,Teaching,3,Spaghetti
F,Sara,China,24,154,104,Teaching,3,Hamburger
F,Sabrina,Korea,28,177,112,Unemployed,1,Fish
F,Sophie,UK,21,163,67,Teaching,1,Salad
M,Jean,South Africa,24,174,118,Computer Science,1,Pizza
F,Zoey,South Africa,28,160,86,Psychology,2,Salad
M,Yannick,Korea,27,194,117,Computer Science,0,Salad
F,Isabel,South Africa,24,155,108,Unemployed,3,Fish
M,Yannick,US,23,171,63,Theater,1,Garlic butter naans
M,Jude,China,20,167,100,Business,0,Sushi
F,Sabrina,Chile,26,163,61,Finance,2,Kebab
M,Louis,China,22,193,109,Unemployed,3,Gnocchi
F,Kim,UK,29,157,89,Finance,1,Fish
M,Charlie,Russia,27,191,110,Teaching,2,Pizza
F,Zoey,Sweden,30,153,85,Unemployed,1,Salad
F,Ivy,Greece,21,158,75,Medecine,1,Garlic butter naans
F,Zoey,Korea,20,161,79,Finance,3,Kebab
M,Tom,Greece,26,157,48,Finance,1,Steak
F,Zoey,Korea,21,165,90,Medecine,1,Garlic butter naans
F,Emma,Germany,23,154,111,Computer Science,0,Kebab
M,Pedro,Luxembourg,24,184,87,Theater,0,Salad
M,Tom,Greece,30,188,110,Medecine,2,Kebab
M,Eric,Chile,25,187,77,Medecine,3,Hamburger
M,Kim,Chile,20,179,70,Teaching,1,Hamburger
F,Jeanne,Japan,25,176,96,Business,2,Hamburger
F,Sabrina,Italy,25,161,73,Physics,0,Sushi
M,Sofyan,US,23,164,56,Literature,3,Fish
M,Yannick,Canada,29,174,78,Physics,0,Hamburger
M,Valentin,Japan,24,168,71,Computer Science,3,Hamburger
M,Carlos,Japan,27,155,62,Music,1,Salad
F,Sabrina,South Africa,22,180,84,Biology,1,Pizza
M,Joel,Italy,22,191,119,Psychology,3,Garlic butter naans
M,Louis,China,26,185,119,Psychology,2,Kebab
M,Kim,Canada,29,194,114,Literature,2,Pizza
M,Tom,France,30,181,92,Theater,0,Kebab
M,Jean,Italy,20,189,98,Unemployed,3,Fish
M,Charlie,Sweden,28,154,93,Teaching,1,Pizza
F,Mia,South Africa,20,162,117,Psychology,1,Steak
M,Eric,Jamaica,29,190,111,Literature,1,Spaghetti
M,Eric,Russia,22,171,79,Mathematics,2,Hamburger
M,Jean,China,28,174,70,Music,1,Sushi
F,Hannah,Japan,29,175,120,Music,3,Steak
M,Tom,China,27,178,118,Literature,1,Fish
M,Jude,US,29,177,87,Literature,0,Salad
M,Jean,Russia,29,159,73,Mathematics,2,Spaghetti
F,Lucie,Japan,30,160,107,Medecine,3,Steak
F,Jeanne,Canada,30,160,120,Medecine,0,Gnocchi
F,Charlie,Canada,28,174,83,Business,3,Steak
F,Jeanne,Italy,25,180,93,Music,1,Fish
F,Lucie,Chile,26,162,80,Unemployed,0,Kebab
F,Charlie,South Africa,23,158,120,Computer Science,3,Gnocchi
M,Sam,Sweden,20,151,49,Business,2,Spaghetti
M,Joel,Chile,25,179,86,Teaching,2,Pizza
M,Charlie,Canada,29,164,77,Biology,3,Garlic butter naans
F,Sara,France,29,175,92,Mathematics,3,Sushi
M,Jude,Chile,26,193,106,Biology,1,Kebab
F,Olivia,Japan,24,186,111,Unemployed,2,Salad
F,Teresa,Luxembourg,27,192,106,Music,2,Steak
F,Teresa,Germany,24,174,72,Unemployed,3,Garlic butter naans
F,Isabel,Spain,29,174,105,Theater,2,Sushi
M,Jude,Canada,28,194,115,Business,0,Fish
M,Carlos,Spain,28,186,93,Finance,2,Salad
F,Zoey,China,22,163,89,Mathematics,3,Steak
M,Tom,Russia,23,187,107,Theater,3,Sushi
F,Sabrina,Jamaica,20,152,106,Computer Science,2,Pizza
F,Hannah,China,28,159,118,Computer Science,2,Kebab
F,Jeanne,France,26,182,82,Theater,2,Spaghetti
F,Sophie,UK,23,161,117,Medecine,3,Sushi
M,Fabio,Jamaica,28,157,78,Unemployed,0,Garlic butter naans
M,Carlos,France,26,178,105,Medecine,0,Hamburger
F,Emma,Germany,28,178,86,Literature,1,Steak
M,Fabio,Italy,26,158,51,Psychology,3,Fish
M,Joel,Spain,23,189,114,Literature,3,Steak
F,Sara,US,22,172,96,Finance,1,Fish
M,Eric,Germany,23,189,111,Teaching,1,Kebab
M,Tim,South Africa,30,151,82,Unemployed,3,Fish
F,Mia,France,22,183,112,Medecine,3,Pizza
M,Sam,UK,27,193,99,Unemployed,2,Kebab
F,Marie,US,20,154,70,Business,0,Spaghetti
F,Ivy,Luxembourg,26,190,116,Mathematics,1,Steak
F,Olivia,Italy,24,195,95,Mathematics,1,Kebab
F,Kim,France,24,194,106,Literature,2,Sushi
F,Jamie,South Africa,20,173,72,Theater,2,Garlic butter naans
M,Eric,Spain,28,154,110,Unemployed,2,Hamburger
F,Jude,Japan,27,156,77,Biology,1,Pizza
M,Joel,Luxembourg,28,155,114,Unemployed,2,Salad
M,Jude,Italy,27,183,86,Computer Science,3,Pizza
F,Ivy,Luxembourg,26,183,103,Teaching,1,Sushi
M,Sam,Germany,27,169,62,Music,0,Gnocchi
F,Teresa,Germany,28,188,82,Psychology,3,Garlic butter naans
M,Joel,Italy,29,157,97,Medecine,0,Spaghetti
M,Eric,Greece,30,170,86,Finance,0,Steak
F,Sabrina,Russia,28,156,118,Unemployed,2,Hamburger
M,Yannick,Spain,21,189,90,Physics,3,Hamburger
F,Sara,Italy,25,176,90,Theater,3,Gnocchi
F,Emma,Korea,25,186,101,Theater,2,Kebab
M,Jude,Canada,21,156,68,Mathematics,1,Sushi
F,Jeanne,Japan,25,192,85,Finance,1,Spaghetti
F,Zoey,Korea,23,187,88,Theater,2,Kebab
F,Sophie,Greece,28,164,82,Mathematics,3,Fish
F,Sophie,Luxembourg,25,174,91,Unemployed,1,Salad
